"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 07:35:14 GMT 2022","Sun Jul 03 07:35:27 GMT 2022","13529","","TestRegisterPage","","TestRegisterPage","registerMultipleTest","Sorozatos regisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Sun Jul 03 07:35:35 GMT 2022","Sun Jul 03 07:35:41 GMT 2022","6065","","TestLandingPage","","TestLandingPage","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Sun Jul 03 07:36:19 GMT 2022","Sun Jul 03 07:36:33 GMT 2022","13747","","TestBlogPage","","TestBlogPage","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Sun Jul 03 07:36:12 GMT 2022","Sun Jul 03 07:36:14 GMT 2022","1378","","TestInitialPage","","TestInitialPage","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Sun Jul 03 07:36:49 GMT 2022","Sun Jul 03 07:36:52 GMT 2022","2552","","TestProfilePage","","TestProfilePage","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Sun Jul 03 07:36:10 GMT 2022","Sun Jul 03 07:36:11 GMT 2022","893","","TestInitialPage","","TestInitialPage","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"failed","Sun Jul 03 07:35:12 GMT 2022","Sun Jul 03 07:35:14 GMT 2022","1865","","TestRegisterPage","","TestRegisterPage","registerEmailMultipleTest","Sorozatos regisztráció invalid email cím","Sorozatos regisztráció különböző, helytelen email címekkel"
"passed","Sun Jul 03 07:35:27 GMT 2022","Sun Jul 03 07:35:29 GMT 2022","1724","","TestRegisterPage","","TestRegisterPage","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Sun Jul 03 07:36:11 GMT 2022","Sun Jul 03 07:36:11 GMT 2022","933","","TestInitialPage","","TestInitialPage","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"failed","Sun Jul 03 07:35:29 GMT 2022","Sun Jul 03 07:35:31 GMT 2022","1746","","TestRegisterPage","","TestRegisterPage","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Sun Jul 03 07:36:12 GMT 2022","Sun Jul 03 07:36:12 GMT 2022","927","","TestInitialPage","","TestInitialPage","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Sun Jul 03 07:36:08 GMT 2022","Sun Jul 03 07:36:10 GMT 2022","2050","","TestLoginPage","","TestLoginPage","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Sun Jul 03 07:35:33 GMT 2022","Sun Jul 03 07:35:35 GMT 2022","2533","","TestLandingPage","","TestLandingPage","logOutTest","Logout","Kijelentkezés"
