"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 16:15:46 GMT 2022","Mon Jun 20 16:15:59 GMT 2022","12953","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Mon Jun 20 16:16:00 GMT 2022","Mon Jun 20 16:16:25 GMT 2022","24423","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Mon Jun 20 16:16:52 GMT 2022","Mon Jun 20 16:17:03 GMT 2022","11081","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Mon Jun 20 16:15:44 GMT 2022","Mon Jun 20 16:15:45 GMT 2022","522","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Mon Jun 20 16:17:07 GMT 2022","Mon Jun 20 16:17:07 GMT 2022","456","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"failed","Mon Jun 20 16:17:04 GMT 2022","Mon Jun 20 16:17:05 GMT 2022","786","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"failed","Mon Jun 20 16:15:44 GMT 2022","Mon Jun 20 16:15:44 GMT 2022","474","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"passed","Mon Jun 20 16:15:45 GMT 2022","Mon Jun 20 16:15:46 GMT 2022","417","","TestPortio","","TestPortio","headingFontTest","Heading szövegstílus ellenőrzése","Az oldalon konzisztens a heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 20 16:17:05 GMT 2022","Mon Jun 20 16:17:07 GMT 2022","1512","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
"passed","Mon Jun 20 16:15:59 GMT 2022","Mon Jun 20 16:16:00 GMT 2022","1481","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Mon Jun 20 16:15:43 GMT 2022","Mon Jun 20 16:15:44 GMT 2022","491","","TestPortio","","TestPortio","pictureTest","Kép ellenőrzése","Képek ellenőrzése a felületen"
"passed","Mon Jun 20 16:16:39 GMT 2022","Mon Jun 20 16:16:52 GMT 2022","13051","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"failed","Mon Jun 20 16:15:41 GMT 2022","Mon Jun 20 16:15:43 GMT 2022","1777","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Mon Jun 20 16:16:37 GMT 2022","Mon Jun 20 16:16:38 GMT 2022","815","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Mon Jun 20 16:15:45 GMT 2022","Mon Jun 20 16:15:45 GMT 2022","477","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Mon Jun 20 16:16:38 GMT 2022","Mon Jun 20 16:16:39 GMT 2022","424","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Mon Jun 20 16:16:25 GMT 2022","Mon Jun 20 16:16:36 GMT 2022","11005","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Mon Jun 20 16:16:36 GMT 2022","Mon Jun 20 16:16:37 GMT 2022","1310","","TestPortio","","TestPortio","resumesTest","Resume oldal ellenőrzése","Resume oldalon lévő Experiences szövegének ellenőrzése"
"passed","Mon Jun 20 16:17:03 GMT 2022","Mon Jun 20 16:17:04 GMT 2022","1003","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Mon Jun 20 16:17:05 GMT 2022","Mon Jun 20 16:17:05 GMT 2022","486","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Mon Jun 20 16:16:38 GMT 2022","Mon Jun 20 16:16:38 GMT 2022","505","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
