"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 27 11:32:17 GMT 2022","Mon Jun 27 11:32:17 GMT 2022","177","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","166","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","171","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","172","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"broken","Mon Jun 27 11:32:15 GMT 2022","Mon Jun 27 11:32:15 GMT 2022","301","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"broken","Mon Jun 27 11:32:18 GMT 2022","Mon Jun 27 11:32:18 GMT 2022","213","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"broken","Mon Jun 27 11:32:18 GMT 2022","Mon Jun 27 11:32:18 GMT 2022","181","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"broken","Mon Jun 27 11:32:14 GMT 2022","Mon Jun 27 11:32:15 GMT 2022","251","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","172","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","225","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"broken","Mon Jun 27 11:32:18 GMT 2022","Mon Jun 27 11:32:18 GMT 2022","167","","TestPortio","","TestPortio","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"broken","Mon Jun 27 11:32:15 GMT 2022","Mon Jun 27 11:32:16 GMT 2022","176","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"broken","Mon Jun 27 11:32:17 GMT 2022","Mon Jun 27 11:32:17 GMT 2022","168","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"broken","Mon Jun 27 11:32:17 GMT 2022","Mon Jun 27 11:32:18 GMT 2022","179","","TestPortio","","TestPortio","h3HeadingFontTest","h3 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h3 heading-ek szövegstílusa, betűtípusa"
"broken","Mon Jun 27 11:32:13 GMT 2022","Mon Jun 27 11:32:14 GMT 2022","1229","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"broken","Mon Jun 27 11:32:17 GMT 2022","Mon Jun 27 11:32:17 GMT 2022","164","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"broken","Mon Jun 27 11:32:17 GMT 2022","Mon Jun 27 11:32:17 GMT 2022","196","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"broken","Mon Jun 27 11:32:16 GMT 2022","Mon Jun 27 11:32:17 GMT 2022","181","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"broken","Mon Jun 27 11:32:15 GMT 2022","Mon Jun 27 11:32:15 GMT 2022","293","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"broken","Mon Jun 27 11:32:18 GMT 2022","Mon Jun 27 11:32:18 GMT 2022","169","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
