"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 27 12:21:50 GMT 2022","Mon Jun 27 12:21:52 GMT 2022","2052","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Mon Jun 27 12:21:52 GMT 2022","Mon Jun 27 12:21:53 GMT 2022","538","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"failed","Mon Jun 27 12:23:18 GMT 2022","Mon Jun 27 12:23:19 GMT 2022","869","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Mon Jun 27 12:23:21 GMT 2022","Mon Jun 27 12:23:21 GMT 2022","522","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Mon Jun 27 12:23:25 GMT 2022","Mon Jun 27 12:23:26 GMT 2022","1541","","TestPortio","","TestPortio","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 12:21:54 GMT 2022","Mon Jun 27 12:22:07 GMT 2022","13190","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Mon Jun 27 12:22:07 GMT 2022","Mon Jun 27 12:22:09 GMT 2022","1577","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Mon Jun 27 12:23:06 GMT 2022","Mon Jun 27 12:23:17 GMT 2022","11178","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Mon Jun 27 12:22:53 GMT 2022","Mon Jun 27 12:23:06 GMT 2022","13232","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Mon Jun 27 12:23:19 GMT 2022","Mon Jun 27 12:23:21 GMT 2022","1513","","TestPortio","","TestPortio","h3HeadingFontTest","h3 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h3 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 12:23:21 GMT 2022","Mon Jun 27 12:23:23 GMT 2022","1633","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
"passed","Mon Jun 27 12:21:53 GMT 2022","Mon Jun 27 12:21:53 GMT 2022","564","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Mon Jun 27 12:23:17 GMT 2022","Mon Jun 27 12:23:18 GMT 2022","1163","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Mon Jun 27 12:22:51 GMT 2022","Mon Jun 27 12:22:53 GMT 2022","1906","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Mon Jun 27 12:22:09 GMT 2022","Mon Jun 27 12:22:38 GMT 2022","29553","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Mon Jun 27 12:23:23 GMT 2022","Mon Jun 27 12:23:25 GMT 2022","1720","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Mon Jun 27 12:22:50 GMT 2022","Mon Jun 27 12:22:51 GMT 2022","518","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Mon Jun 27 12:21:53 GMT 2022","Mon Jun 27 12:21:54 GMT 2022","486","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Mon Jun 27 12:22:49 GMT 2022","Mon Jun 27 12:22:50 GMT 2022","946","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Mon Jun 27 12:22:38 GMT 2022","Mon Jun 27 12:22:49 GMT 2022","11109","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
