"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 21:59:08 GMT 2022","Mon Jun 20 21:59:09 GMT 2022","480","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Mon Jun 20 22:00:08 GMT 2022","Mon Jun 20 22:00:21 GMT 2022","13271","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"failed","Mon Jun 20 21:59:05 GMT 2022","Mon Jun 20 21:59:07 GMT 2022","1956","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"skipped","Mon Jun 20 21:59:07 GMT 2022","Mon Jun 20 21:59:07 GMT 2022","0","","TestPortio","","TestPortio","pictureTest","Kép ellenőrzése","Képek ellenőrzése a felületen"
"passed","Mon Jun 20 21:59:24 GMT 2022","Mon Jun 20 21:59:25 GMT 2022","1516","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Mon Jun 20 22:00:05 GMT 2022","Mon Jun 20 22:00:06 GMT 2022","495","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Mon Jun 20 22:00:32 GMT 2022","Mon Jun 20 22:00:33 GMT 2022","1013","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Mon Jun 20 22:00:34 GMT 2022","Mon Jun 20 22:00:34 GMT 2022","513","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Mon Jun 20 22:00:06 GMT 2022","Mon Jun 20 22:00:08 GMT 2022","1836","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Mon Jun 20 22:00:21 GMT 2022","Mon Jun 20 22:00:32 GMT 2022","11152","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"failed","Mon Jun 20 21:59:07 GMT 2022","Mon Jun 20 21:59:08 GMT 2022","610","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"passed","Mon Jun 20 21:59:08 GMT 2022","Mon Jun 20 21:59:08 GMT 2022","548","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Mon Jun 20 21:59:25 GMT 2022","Mon Jun 20 21:59:53 GMT 2022","27966","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"failed","Mon Jun 20 22:00:33 GMT 2022","Mon Jun 20 22:00:34 GMT 2022","829","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"skipped","Mon Jun 20 22:00:04 GMT 2022","Mon Jun 20 22:00:04 GMT 2022","0","","TestPortio","","TestPortio","resumesTest","Resume oldal ellenőrzése","Resume oldalon lévő Experiences szövegének ellenőrzése"
"passed","Mon Jun 20 22:00:36 GMT 2022","Mon Jun 20 22:00:38 GMT 2022","1669","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Mon Jun 20 21:59:11 GMT 2022","Mon Jun 20 21:59:24 GMT 2022","13157","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Mon Jun 20 22:00:04 GMT 2022","Mon Jun 20 22:00:05 GMT 2022","867","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Mon Jun 20 21:59:09 GMT 2022","Mon Jun 20 21:59:11 GMT 2022","1672","","TestPortio","","TestPortio","headingFontTest","Heading szövegstílus ellenőrzése","Az oldalon konzisztens a heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 20 22:00:34 GMT 2022","Mon Jun 20 22:00:36 GMT 2022","1568","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
"passed","Mon Jun 20 21:59:53 GMT 2022","Mon Jun 20 22:00:04 GMT 2022","11040","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
