"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:40:19 GMT 2022","Sun Jul 03 19:40:19 GMT 2022","906","","TestInitialPage","","TestInitialPage","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Sun Jul 03 19:39:43 GMT 2022","Sun Jul 03 19:39:49 GMT 2022","5994","","TestLandingPage","","TestLandingPage","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Sun Jul 03 19:40:22 GMT 2022","Sun Jul 03 19:40:23 GMT 2022","1275","","TestInitialPage","","TestInitialPage","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Sun Jul 03 19:39:41 GMT 2022","Sun Jul 03 19:39:43 GMT 2022","2546","","TestLandingPage","","TestLandingPage","logOutTest","Logout","Kijelentkezés"
"passed","Sun Jul 03 19:39:39 GMT 2022","Sun Jul 03 19:39:41 GMT 2022","2215","","TestLandingPage","","TestLandingPage","narrowWindowTest","Keskeny nézet ellenőrzés","Keskeny nézetben a navBar hamburger menüre vált"
"passed","Sun Jul 03 19:39:52 GMT 2022","Sun Jul 03 19:40:04 GMT 2022","12011","","TestLoginPage","","TestLoginPage","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Sun Jul 03 19:40:18 GMT 2022","Sun Jul 03 19:40:19 GMT 2022","857","","TestInitialPage","","TestInitialPage","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"passed","Sun Jul 03 19:40:20 GMT 2022","Sun Jul 03 19:40:22 GMT 2022","1222","","TestInitialPage","","TestInitialPage","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Sun Jul 03 19:40:19 GMT 2022","Sun Jul 03 19:40:20 GMT 2022","916","","TestInitialPage","","TestInitialPage","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Sun Jul 03 19:40:55 GMT 2022","Sun Jul 03 19:40:58 GMT 2022","3034","","TestProfilePage","","TestProfilePage","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
