"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 12:06:00 GMT 2022","Mon Jun 27 12:06:24 GMT 2022","24021","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Mon Jun 27 12:07:04 GMT 2022","Mon Jun 27 12:07:05 GMT 2022","1265","","TestPortio","","TestPortio","h3HeadingFontTest","h3 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h3 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 12:05:46 GMT 2022","Mon Jun 27 12:05:59 GMT 2022","12797","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Mon Jun 27 12:05:45 GMT 2022","Mon Jun 27 12:05:45 GMT 2022","494","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"passed","Mon Jun 27 12:07:02 GMT 2022","Mon Jun 27 12:07:03 GMT 2022","939","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"failed","Mon Jun 27 12:07:03 GMT 2022","Mon Jun 27 12:07:04 GMT 2022","754","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Mon Jun 27 12:06:51 GMT 2022","Mon Jun 27 12:07:02 GMT 2022","11029","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Mon Jun 27 12:07:07 GMT 2022","Mon Jun 27 12:07:08 GMT 2022","1488","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Mon Jun 27 12:06:37 GMT 2022","Mon Jun 27 12:06:38 GMT 2022","1636","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Mon Jun 27 12:06:36 GMT 2022","Mon Jun 27 12:06:37 GMT 2022","461","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Mon Jun 27 12:07:08 GMT 2022","Mon Jun 27 12:07:10 GMT 2022","1376","","TestPortio","","TestPortio","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 12:05:59 GMT 2022","Mon Jun 27 12:06:00 GMT 2022","1369","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Mon Jun 27 12:06:24 GMT 2022","Mon Jun 27 12:06:35 GMT 2022","10940","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Mon Jun 27 12:06:35 GMT 2022","Mon Jun 27 12:06:36 GMT 2022","901","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"failed","Mon Jun 27 12:05:43 GMT 2022","Mon Jun 27 12:05:45 GMT 2022","1759","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Mon Jun 27 12:06:38 GMT 2022","Mon Jun 27 12:06:51 GMT 2022","12817","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Mon Jun 27 12:05:46 GMT 2022","Mon Jun 27 12:05:46 GMT 2022","416","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Mon Jun 27 12:07:05 GMT 2022","Mon Jun 27 12:07:07 GMT 2022","1413","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
"passed","Mon Jun 27 12:07:05 GMT 2022","Mon Jun 27 12:07:05 GMT 2022","463","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Mon Jun 27 12:05:45 GMT 2022","Mon Jun 27 12:05:46 GMT 2022","526","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
