"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 13:08:31 GMT 2022","Mon Jun 27 13:08:42 GMT 2022","11086","","TestPortio","","TestPortio","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Mon Jun 27 13:08:43 GMT 2022","Mon Jun 27 13:08:44 GMT 2022","593","","TestPortio","","TestPortio","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Mon Jun 27 13:09:14 GMT 2022","Mon Jun 27 13:09:16 GMT 2022","1632","","TestPortio","","TestPortio","logOutTest","Logout","Kijelentkezés"
"passed","Mon Jun 27 13:08:42 GMT 2022","Mon Jun 27 13:08:43 GMT 2022","957","","TestPortio","","TestPortio","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Mon Jun 27 13:09:12 GMT 2022","Mon Jun 27 13:09:13 GMT 2022","1545","","TestPortio","","TestPortio","h3HeadingFontTest","h3 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h3 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 13:08:45 GMT 2022","Mon Jun 27 13:08:59 GMT 2022","13193","","TestPortio","","TestPortio","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Mon Jun 27 13:09:10 GMT 2022","Mon Jun 27 13:09:11 GMT 2022","1101","","TestPortio","","TestPortio","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Mon Jun 27 13:08:05 GMT 2022","Mon Jun 27 13:08:31 GMT 2022","25773","","TestPortio","","TestPortio","registerMultipleTest","Sorozatos reisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Mon Jun 27 13:09:16 GMT 2022","Mon Jun 27 13:09:17 GMT 2022","1735","","TestPortio","","TestPortio","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Mon Jun 27 13:09:13 GMT 2022","Mon Jun 27 13:09:14 GMT 2022","583","","TestPortio","","TestPortio","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Mon Jun 27 13:07:49 GMT 2022","Mon Jun 27 13:07:50 GMT 2022","900","","TestPortio","","TestPortio","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Mon Jun 27 13:08:03 GMT 2022","Mon Jun 27 13:08:05 GMT 2022","1712","","TestPortio","","TestPortio","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"failed","Mon Jun 27 13:07:46 GMT 2022","Mon Jun 27 13:07:48 GMT 2022","1902","","TestPortio","","TestPortio","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Mon Jun 27 13:07:49 GMT 2022","Mon Jun 27 13:07:49 GMT 2022","669","","TestPortio","","TestPortio","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Mon Jun 27 13:09:17 GMT 2022","Mon Jun 27 13:09:19 GMT 2022","1591","","TestPortio","","TestPortio","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Mon Jun 27 13:07:50 GMT 2022","Mon Jun 27 13:08:03 GMT 2022","13145","","TestPortio","","TestPortio","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"failed","Mon Jun 27 13:09:11 GMT 2022","Mon Jun 27 13:09:12 GMT 2022","923","","TestPortio","","TestPortio","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Mon Jun 27 13:08:59 GMT 2022","Mon Jun 27 13:09:10 GMT 2022","11130","","TestPortio","","TestPortio","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Mon Jun 27 13:08:44 GMT 2022","Mon Jun 27 13:08:45 GMT 2022","1886","","TestPortio","","TestPortio","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Mon Jun 27 13:07:48 GMT 2022","Mon Jun 27 13:07:49 GMT 2022","627","","TestPortio","","TestPortio","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
