"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 21:19:07 GMT 2022","Tue Jun 28 21:19:21 GMT 2022","14069","","TestBlogPage","","TestBlogPage","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Tue Jun 28 21:18:36 GMT 2022","Tue Jun 28 21:18:48 GMT 2022","12006","","TestLoginPage","","TestLoginPage","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Tue Jun 28 21:18:11 GMT 2022","Tue Jun 28 21:18:20 GMT 2022","8723","","TestLandingPage","","TestLandingPage","h2HeadingFontTest","h2 Heading szövegstílus ellenőrzése","Az oldalon konzisztens a  h2 heading-ek szövegstílusa, betűtípusa"
"passed","Tue Jun 28 21:18:20 GMT 2022","Tue Jun 28 21:18:23 GMT 2022","3080","","TestLoginPage","","TestLoginPage","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Tue Jun 28 21:18:07 GMT 2022","Tue Jun 28 21:18:22 GMT 2022","15351","","TestRegisterPage","","TestRegisterPage","registerMultipleTest","Sorozatos regisztráció","Sorozatos regisztráció fájlból adatokkal"
"passed","Tue Jun 28 21:19:21 GMT 2022","Tue Jun 28 21:19:22 GMT 2022","816","","TestBasePage","","TestBasePage","termsAndConditionsMainTextTest","Terms and Conditions szöveg tartalma","A Terms and conditions szöveg tartalmának ellenőrzése, összehasonlítás egy .txt fájllal"
"passed","Tue Jun 28 21:19:24 GMT 2022","Tue Jun 28 21:19:25 GMT 2022","1198","","TestBasePage","","TestBasePage","termsAndConditionsAcceptTest","Terms and Conditions elfogadása","A Terms and conditions elfogadása"
"passed","Tue Jun 28 21:18:02 GMT 2022","Tue Jun 28 21:18:07 GMT 2022","5668","","TestLandingPage","","TestLandingPage","narrowWindowTest","Keskeny nézet ellenőrzés","Keskeny nézetben a navBar hamburger menüre vált"
"passed","Tue Jun 28 21:19:29 GMT 2022","Tue Jun 28 21:19:32 GMT 2022","2781","","TestProfilePage","","TestProfilePage","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Tue Jun 28 21:18:54 GMT 2022","Tue Jun 28 21:19:07 GMT 2022","13596","","TestBlogPage","","TestBlogPage","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"passed","Tue Jun 28 21:18:48 GMT 2022","Tue Jun 28 21:18:49 GMT 2022","1901","","TestLoginPage","","TestLoginPage","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Tue Jun 28 21:19:23 GMT 2022","Tue Jun 28 21:19:24 GMT 2022","839","","TestBasePage","","TestBasePage","navigateTest","Navigáció az oldalra","Ez a teszt a helyes url címre navigálást fedi le"
"passed","Tue Jun 28 21:18:02 GMT 2022","Tue Jun 28 21:18:07 GMT 2022","5142","","TestRegisterPage","","TestRegisterPage","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Tue Jun 28 21:19:25 GMT 2022","Tue Jun 28 21:19:26 GMT 2022","1236","","TestBasePage","","TestBasePage","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Tue Jun 28 21:19:22 GMT 2022","Tue Jun 28 21:19:23 GMT 2022","882","","TestBasePage","","TestBasePage","termsAndConditionsClickToSideTest","Terms and conditions ablakon kívül kattintás","Azt teszteli, hogy eltűnik-e a Terms and conditions ablak, ha azon kívülre kattintunk"
"passed","Tue Jun 28 21:18:08 GMT 2022","Tue Jun 28 21:18:11 GMT 2022","3594","","TestLandingPage","","TestLandingPage","logOutTest","Logout","Kijelentkezés"
"failed","Tue Jun 28 21:18:25 GMT 2022","Tue Jun 28 21:18:27 GMT 2022","1848","","TestRegisterPage","","TestRegisterPage","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Tue Jun 28 21:18:22 GMT 2022","Tue Jun 28 21:18:25 GMT 2022","2376","","TestRegisterPage","","TestRegisterPage","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Tue Jun 28 21:18:23 GMT 2022","Tue Jun 28 21:18:36 GMT 2022","12522","","TestLoginPage","","TestLoginPage","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Tue Jun 28 21:18:49 GMT 2022","Tue Jun 28 21:18:54 GMT 2022","4065","","TestPortfolioPage","","TestPortfolioPage","portfolioImagesTest","Képek ellenőrzése","Képek ellenőrzése a Work oldalon"
"passed","Tue Jun 28 21:19:26 GMT 2022","Tue Jun 28 21:19:29 GMT 2022","2783","","TestProfilePage","","TestProfilePage","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
